movie_title,review_title,rating,review_text
Jumanji (1995),Do you always finish what you started?,7,"Jumanji is a game that teaches you a lesson...If you start something you'd better be prepared to finish it.Thankfully, this is a movie in which that is easy to do. The premise, a game that produces real consequences (like a stampede of wild African animals, or a floor that turns into quicksand), is a fun way to introduce several exciting--sometimes hysterical, sometimes terrifying--circumstances for Robin Williams and the rest of the cast to have fun with, and fun it is, like a roller coaster at Six Flags.But in a way this film is also about growing up; about learning how to fit in, how to be responsible for yourself, and above all how perseverance can win the day. Yes, this is a fantasy-adventure movie. But there is a point to it all, and that point is that sticking to something in the face of terrible adversity has its own very special rewards.One last thing. This is supposed to be a Robin Williams movie. But good as he is, Jonathan Hyde as Hunter Van Pelt and David Alan Grier as Carl Bentley steal every scene they are in."
Jumanji (1995),"""The same kind of thing's gonna happen over and over and over.""",5,"Roll 1 for talented Robin Williams starring in yet another saccharine role that is completely beneath him.Roll a 2 for ropy CGI effects that wouldn't even fool Stevie Wonder.Roll a 3 for screamy shouty kids with clichéd ""disfunctional"" background.Roll a 4 for charmless predictability, nauseating incidental music and unimaginative direction.Roll a 5 - you've landed on the only inspired moment in the whole film - the CGI monkeys watching The Wizard of Oz and then trying to fly. A rare bit of inspiration - go back three spaces.Roll a 6 for a one-joke film that seems to last four hours despite the fact it's only 95 minutes long.Do not pass go. Do not collect £200."
Jumanji (1995),a game not like the other ones,6,"""Jumanji"" is a quite original movie which the main attraction are outstanding special effects. They're extracted from a fair screenplay that becomes a little diabolical when it shows us the rules of the game ""jumanji"" and when the fierce creatures appear suddenly. It's a pity that the director, Joe Johnston doesn't emphasize enough on the dramatical side of the story and on the dangerous side of the game. Moreover, he obviously meant to tell this story in a comedy tone. It's a good idea but not very well exploited. You especially laugh when the sheriff appears and when he makes blunders. He's only a decorative character who plays a minor role in the plot. It doesn't stop the movie to contain irresistible moments. At the end, this movie is a good entertainment that remains confined to a plain familial comedy."
Jumanji (1995),Brilliant and beautiful family adventure film,7,"A child living in an up-and-coming town in the 1960's discovers a crate which was buried a long time ago (1869 - as established at the start of the film). Inside the crate is a board game. One night, he and his friend Sarah, start playing the board game. The board game, however, isn't all it seems to be, as the children soon learn. Allan is sucked into the board game and Sarah is chased out of the house by bats. Twenty six years things are different. The town is a run-down ghost of its previous self, the disappearance of Allan is a folklore in which his dad supposedly cut him into pieces and hid his body parts, and Sarah is a psychic with emotional issues as nobody believed what she witnessed as a child. Allan's old house has new inhabitants. Orphaned children and their aunt are moving in. The children discover the board game and start playing. Unbeknown to them, they free Allan Parrish, now, much older. They also free the board game to continue its mayhem and chaos in a jungle theme. To stop all the mayhem and chaos they must first finish the game, to finish the game they need all the players, including Sarah. All the random events that the board game throws up come face to face with modern 1990's living.This is a great family film from the 1990's and is a lot of fun for everybody. It used special effect techniques at the time which were revolutionary but haven't aged that well. The story and plot too are a bit generic, but are by no means weak - just occasionally predictable (but hey, it's a family film, it's hardly going to randomly kill off half the cast). The casting and acting throughout was good. I'm not usually a fan of Robin Williams because I tended to find his approach a little to full-on and in-your-face, in this film however he has a wider array of emotions to show off. As well as Williams, there are stars of yester-year and the future littered amongst the scenes, notably Kirsten Dunst appears as a child actor here. It's clear to see why this was a blockbuster of its time.Beyond the obvious situations/events on-screen which younger audiences will primarily follow, there are more subtle events unfolding which offer a lot of depth to film savvy minds; such as multiverse's, fragmented realities, time travel, butterfly effects, inanimate objects with powers. Packaged the way it is, there is something for all in this classic.FTR, I'm watching this as an adult in 2018, prior to watching the current Jumanji film, although some of the effects in this original look a little dated, it's nothing that'll put you off. I can confidently say that almost twenty years after it was released, this film is as good as it was in the 1990's. 7 out of 10 from me, thanks for reading and enjoy"
Jumanji (1995),When your life hangs on a simple roll of dice...,6,"NOTE: this comment is provided by Christopher Dorian and Peter Rhydon.When young Alan Parish and his friend Sarah Wittle sat in Alan's living room and began playing to that strange game named ""Jumanji"", neither them, nor the audience, could have expected what was coming after.Because ""Jumanji"" is not your parents' ""Payday"". The game instructions are simple: roll the dice and the player who reaches the end first is the winner. It's just in-between that things go a little bit different...What was just a little game meeting transforms into a special effects extravaganza, filled with all sorts of creatures and eye-catching action scenes and stunts that seem to be borrowed from the best moments of the Indiana Jones adventures.The computerized special FX are the main aspects of the movie and they mostly succeed to their task. While they may look archaic today, remember that these visual tricks were created in 1995, and that computer-driven movies were a new sensation. Looking at the lion's faces isn't completely interesting, but it's worth the effort.Action scenes are well conceived, well acted, and well pictured. Particularly memorable is the crocodile fight in the flooded house, with the characters trying to defend themselves like the Orca crew in ""Jaws"".Those two points are tightly linked with one man: director Joe Johnston, who previously made ""Honey, I Shrunk the Kids"" and ""The Pagemaster"". He clearly shows that his former employers George Lucas and Steven Spielberg had a huge effect on him and that he gets inspiration from those two phenomenons. And when we see the final result, we could feel that Johnston could become a phenomenon too.But it isn't the case. And why? Because ""Jumanji"" relies on a quicksand storyline and poor lines, because characters are occasionally believable and because action scenes are not epic in the Star Wars or Indiana Jones style. The concept is excellent, but the developed elements are not on the same level. Characters are often performing in cliché and predictable scenes, instead of innovative situations.If we talk about the actors, one should prevail from the others: Robin Williams. Even if his grinning smile looks stuck on his face like The Joker, he is a convincing jungle raider and his performance is fantastic, whatever it is for dramatic, terrifying or comic moments.What is also good about the film is that it can be enjoyed by people from all ages. Children will be delighted and excited by the animals depicted here and adults will enjoy the magnitude of the special effects employed during the film. The dialog is generally well suited for a general audience and there is no real troubling or disturbing moment.It's good to see that the '90s still deals with that kind of stuff. Technological developments imply more and more sophisticated video games of all kinds, but it's heart-warming to see that classic board games can provide excitement like this. After seeing that movie, playing ""Monopoly"" would seem to be like a tea party or some other kind of silly joke."
Jumanji (1995),One of the best family movies,10,"One of the best 90's child's movie. Includes adventure, humor and love.
The plot heightens the intensity of the jungle by bringing a board game to actual life, with really good special effects for a 90's film.
Robin Williams is amazing as always and his role also symbolizes the struggling bond between father and son and overcoming fear.
I'm thrilled that my kids loved the movie the same way i did when I was in their age."
Jumanji (1995),good original family movie,6,"Joe Johnston's Jumanji is very good family movie that is well paced. The movie is the story of a mysterious game that involves it's players more than the normal board game. The movie begins with a young boy, Alan Parrish, finding the abandoned game. He talks the girl he has a crush on, Sarah Whittle, into playing with him. Once the game starts, chaos ensues.Robin Williams carries this movie, giving it life. The other actors do okay with the bare dialogue. Joe Johnston uses the experiences on the Indiana Jones and Star Wars movies to craft a fantasy world that is believable.Though not outstanding in any way, Jumanji is a fun movie that should delight children with its action and fantasy. 6 out of 10 stars."
Jumanji (1995),"Action and adventure for the kids, and Robin Williams for the adults",9,"Find a comfortable chair, lay out the board, grab the dice, and get ready to play.  But remember:  once you start this game, you can't stop.  If it takes you over twenty years to finish, finish you must.""Jumanji"" is loosely based on the Caldecott Medal-winning children's book by Chris Van Allsburg.  The basic premise stays the same:  a sister and brother find a strange game based on a jungle safari adventure.  When they begin playing it, they find they cannot stop, for the characters and events of the game come to life and start filling their house with monkeys, lions, explorers and other strange things.  Only finishing the game will make it all go away.In the hands of Hollywood, more story is added.  Now we have a game spanning 26 years, when one of the two children playing the game in 1969 gets sucked into the game itself.  He's trapped there until a fresh pair of children in 1995 find the game and begin playing.  The right number is rolled, and out Alan comes...as Robin Williams!  Finding the grown girl to complete the group, the four must complete the game before their town is destroyed by the stampeding rhinos, killer pod vines and crazed Great White Hunter.Robin has some good moments in this film, though he isn't allowed to riff as much as in other vehicles.  He's supported by an excellent cast, including a young Kirsten Dunst as the sister of the new pair of children; Jonathan Hyde as both the 1969 father and Van Pelt, the Great White Hunter from the game; and Bebe Neuwirth as the modern children's aunt.  The effects are, not surprisingly, ILM-excellent -- necessary in a film of this type.  The script was co-written by Van Allsburg to insure the atmosphere of the film and book mesh, but he did not fall into the ""This is MY baby"" syndrome, and received good help from his two co-writers (for details, see the main page).  Highly recommended for old and young alike."
Jumanji (1995),"Jumanji may have a cult following, but that does not necessarily mean the film is great.",6,"Heck, ""classics"" like 'The Room' and 'Jack and Jill' have garnered a cult status...yet we all know they are abysmal. Fortunately Jumanji isn't that bad however, there are various stumbles that prevent it from being classed as great. Two young kids come across an ancient and mysterious board game known as Jumanji, where every move they make will affect reality. They must withstand and survive the onslaught of jungle madness and complete the game. If you were a 90s kid (like myself) you would've watched this over and over and over again. ""Wow! Look mum, check out the graphics on those monkeys!"". ""I'm scared of both exotic plants and giant spiders!"". ""When I grow up, I want to be just like Adam and get stuck in a board game!"". The point is, it's a story that evokes imagination and creativity. The fantastical chaos that ensues is one that younger audiences can truly appreciate and become enthralled in. Robin Williams owned the 90s in terms of family flicks and he does so again here. Comedic and yet somewhat emotionally involving. A young Kirsten Dunst and Bradley Pierce gave fun performances, and that's exactly what this film is...fun! I mean what other film would you expect to see giant plants, a lion, monkeys and even a monsoon in your own house? Exactly. For older audiences and viewers who are revisiting the epitome of the 90s, you may view this differently. The narrative and plot are flimsy where character development is minimal and the budget was spent showcasing the visual effects which are now horrendously outdated (seriously, did not age well...). The plot just felt generic somehow, given the peculiar and original concept found within its source material. By the end, you have no emotional connection with any of the characters. Like I said, they are just a means to demonstrate the effects and creativity of the crazy wildlife. A perfectly good family film that really does not amount to anything. I suspect nostalgia plays a vital part in the overwhelming positive opinions."
Jumanji (1995),Perfect for the entire family,8,"I decided to watch this movie with my 7 year old boys and absolutely loved it!! The movie is perfect for that age - suspense, thriller, kids, humor, and Robin Williams. I grew up watching him and miss him so much. He is amazing in the movie, and my boys really enjoyed watching it. I had purchased the game so surprised them with it after the movie and we had a fun game night. I highly recommend it for that age. The new Jumanji is geared more towards teenagers and adults with cheesy dialogues just to generate cheap laughs; this one is a classic. I wish they continued making these for kids, because the new ones are definitely not geared towards kids."
Jumanji (1995),"Fine special effects, fizzled screenplay",6,"This is another of those films where a 30-minute documentary on how they did the special effects would be a lot more interesting (not to mention a lot shorter) than the movie itself. The digital effects and animatronics are great; the screenplay doesn't work. A complicated narrative set-up (which keeps the star, Robin Williams, off screen for the first half-hour) is followed by an hour of screaming and running around which doesn't develop much of anything. The big problem isn't hard to pinpoint: The movie has no real antagonist _ no villain. The supernatural board game of the title not only doesn't have a personality (it is, after all, only a board game), it doesn't have an intelligible plan. We find out nothing about how or why it exists. It's just a sort of random hazard generator. The four main characters survive the hazards just long enough, the game ends _ end of movie. The pasted-on homilies the screenplay comes up with _ the need for courage, commitment, real parent-child communication _ are drowned out in the hubbub, and a good cast (not to mention a big budget) is wasted. And they're planning a sequel to THIS? Have they run out of good (or even mediocre) films to do sequels to?"
Grumpier Old Men (1995),As Good As The Original,8,"Some people see this as an inferior sequel to the first movie ""Grumpy Old Men"". I don't agree, i love the first one but i think this one is every bit as good and in some ways..even better than the original. Walter Matthau and Jack Lemmon are my favorite comedy team. The Fortune Cookie is a classic and i also love ""Buddy Buddy"" and ""The Odd Couple Parts 1 and 2 but the Grumpies hold a special place in my heart. I was personally hoping for another Grumpy movie but sadly we've lost both of these wonderful stars so that will never happen. At least we will always have these fine films to enjoy and treasure. I have them on Dvd and watch them regularly..they never fail to touch my heart and make me smile."
Grumpier Old Men (1995),"Our Second Visit to Wabasha, Minnesota",7,"Sequels are rarely half as good as the original film. Matthau and Lennon would prove this at the tale end of their film partnership with THE ODD COUPLE PART II. But it has happened. ANOTHER THIN MAN is as good a film as THE THIN MAN. Vincent Minelli's follow up to FATHER OF THE BRIDE may lack the satire of weddings the original had, but FATHER'S LITTLE DIVIDEND is well made and entertaining in it's own right. And then there is this film. Of the first movie, GRUMPY OLD MEN, I have made a comment elsewhere. GRUMPIER OLD MEN is a neat follow-up, as we find how Max Goldman (Matthau) finds his new mate, Maria Ragetti (Sophia Loren). It also settles the future of Max's son Mayor Jacob Goldman (Kevin Pollak) and John Gustafson's (Lemmon's) daughter Melanie (Darryl Hannah), and gives a bitter-sweet farewell to John's father (Burgess Meredith).I think the reason the sequel works is that there is a sense of time and continuity here that is not usually found. In GRUMPY OLD MEN, the reactions of Lemmon and Matthau to the death of their close friend Chuck (Ossie Davis), who had only recently been their rival for Ariel (Ann-Margaret) showed them to be human beings - not just two good comic actors trading insults for yucks. Here, it is watching the final scenes of Grandpa Gustafson (ironically Burgess Meredith's final role - and a fittingly good one for that fine actor). In the first film Meredith was always acting like a wild authority figure: over ninety years old, but threatening to tan the hides of the middle aged Matthau and Lennon like they were still kids when he stops them fighting. Here we see him in several guises. He is a loving grandpa - he is seen telling Allie (Katie Sagona) the story of Goldilock and the Three Bears (with his own modern interpolations), and then singing ""Dream a Little Dream of Me"" to put her to sleep. He is vulgar, but in a loving, sensible way. When Allie swallows a quarter, he suggests that it is normal - all kids swallow or try to swallow coins - and one only should worry if the kid excretes two dimes and nickel. He loves sexual encounters (in the first film he suggests that if Lemmon and Matthau can't get Arial he can!). Here he meets somebody to romance (Anne Gilbert), and they have a nice time together. But it is a brief one. Having reached 95, God finally comes for Grandpa, and his death manages to bring the other characters from cross purpose quarrels to sanity. It also brings the sweet image of Gilbert depositing a rose over the spot that Grandpa's ashes are scattered.The continuity theme is also in the portion about ""Catfish Hunter"" the local lake legendary catfish. Grandpa tells John, at one point, that the catfish was old when he was a boy (which begs the question, why did they name the catfish after a major Yankee baseball player of the 1970 teams? - long after Grandpa's youth). The locals all hope to catch the fish and mount it on their walls. We see it at one point jumping late at night, alone, into the air and back into the late in the glorious moonlight - the monarch of the lake. But at the end, when the catfish is caught by Matthau and Lemmon together, Lemmon (probably influenced by Ann-Margaret, who did the same thing in the first film) gets Matthau to agree to return the catfish to the lake, where it can join Grandpa's ashes. So the legend is returned to it's base.Even in the final moments of the film, with another marriage and a joke reminiscent of the first film's conclusion, suggests continuity. So there is a type of structural vigor in the two films, that strengthens their stories and increases the viewers pleasure watching them. Yes indeed, this is one sequel that works very well."
Grumpier Old Men (1995),The Geezers Are Back,7,"If you watched Grumpy Old Men and know the ending there, you can't imagine how these two curmudgeonly old geezers could get a feud going again, especially after what Walter Matthau did for Jack Lemmon when Lemmon was really down. And in point of fact the boys seem to lose a step or two from the first film.Still Grumpier Old Men finds Lemmon and Matthau in their superbly timed best just fighting for sillier reasons. In the first film the rivalry heated up a bit because the two were panting hot and heavy for Ann-Margret and Lemmon got her. Now it's Matthau pursuing and what an object of pursuit he has in Sophia Loren.In the first film Ossie Davis owned a bait shop where everyone bought bait, but also liked to hang around, just like a barbershop. Davis dies during that film and now we find out that Sophia and her aunt Ann Morgan-Guilbert have taken it over and want to make it an Italian restaurant on the lake. Well when the senior citizens of this small Minnesota town hear about this they're up in arms. Fishing is close to a religion there and Matthau is leading the charge. That interferes more with romance than anything else.And the Holy Grail of that religion is none other than the largest catfish known to humankind, the legendary Catfish Hunter. Returning as Lemmon's father is Burgess Meredith who has been on the quest for most of his 95 years. When Lemmon's daughter Darryl Hannah finally ties the knot with Matthau's son you won't believe what's going on with our two leads on the wedding day of their kids.Grumpier Old Men was the farewell performance of Burgess Meredith ending a career that spanned six decades. The man was close to perfection in his performance as the oldest of the old geezers in Grumpier Old Men. This is man who has lived so long he really doesn't feel the need to be subtle and discreet. His courtship of Ann Morgan- Guilbert is a combination of geezer and caveman.Grumpier Old Men, keeping the Lemmon-Matthau standard of comedy high."
Grumpier Old Men (1995),Grumpier Old Men,N/A,Nothing's different in this lovely follow up to the sleeper hit original. Lemmon and Matthau still jab at each other while Sophia Loren practically steals the film with her still astonishing beauty. Things only get better with age.
Grumpier Old Men (1995),Not As Good As The First,6,"After the success of ""Grumpy Old Men"" a sequel was inevitable. The fact that it's also inferior to the hilarious first movie was also inevitable.Plot In A Paragraph: John and Max are still on good terms following the events at the end of last movie. They still greet each other in the same way, but now with affection. They join forces to save their beloveds bait shop from being turned into an Italian restaurant by its new owner (Sophia Loren) who has just took over.Almost all of the cast from the first movie return, Walter Matthau and Jack Lemmon are their usual brilliant self, with their usual awesome charisma. Ann Margaret isn't given much to do this time around. Sophia Loren is certainly still a sex bomb. Burgess Meredith is back, and is as smutty if not smithies than the first time around. Daryl Hannah and Kevin Pollack both return too, and are both as reliable as you'd expect.Sadly, Grumpier Old Men was Burgess Meredith's final film. He looks in bad shape here, but still puts in a good fun, full of life performance."
Grumpier Old Men (1995),Better than the first one.,7,"While ""Grumpy"" was enjoyable, I think ""Grumpier"" is the better overall movie. More attention is given to the supporting characters, the plot is slightly more complex, the lines are better, the jokes are better, and Lemmon and Matthau once again give excellent performances. Granted, this still isn't as good as it could be, but I think it's a noticeable step up from the original. I really don't get all the negativity toward it... come on, people, it's just a silly comedy. Lighten up.Speaking of negativity, another reviewer, whom I won't name here (oh all right, it's John Ulmer), seems to think this movie is nothing more than a ""shouting match,"" and is concerned about the age difference between the Old Men and their lady friends. I disagree on both points. The dialogue doesn't have as much shouting this time around, and Matthau's girl is most certainly NOT ""fortysomething."" Believe it or not, she was 61 at the time, and I must say it's quite amazing how good she looks for a woman her age (Matthau was 75--a pretty big age difference, true, but I can't imagine there's a lot of men to choose from when you're single and in your 60s!). I hate to chastise another reviewer like this, but I thought it was worth mentioning.So in conclusion... it's a good movie. Doesn't deserve its bad rap.7/10 stars."
Grumpier Old Men (1995),Pretty Dang Funny,7,"John and Max resolve to save their beloved bait shop from turning into an Italian restaurant, just as its new female owner catches Max's attention.We often expect sequels to be weaker than the original. But sometimes we may be pleasantly surprised. In this sequel, the ""grumpy old men"" are still up to their old tricks, going after each other and teaming up to close down a restaurant. Some of it may be a bit far-fetched (in real life, a store owner would get the cops involved) but it's good fun.Sadly, the film has the distinction of being Burgess Meredith's final film. On the plus side, he really goes out with a bang. His acting and delivery of witty lines is top notch, and the film does a great job of hiding his Alzheimer's. You can really feel the talent in his character."
Grumpier Old Men (1995),"Not quite as good as the first, but still well worth seeing.",7,"The best part about ""Grumpier Old Men"" is Burgess Meredith's character. He's even funnier here than in the original...and I love his version of ""Goldilocks and the Three Bears""! As for the rest, it's pretty much what you got in the first film...though with an emphasis on a new character (Sophia Loren) and the upcoming nuptials of two other characters (John's daughter and Max's son).The story picks up some time after the first film. John is married to Ariel and he and his nemesis, Max, are getting along better. Much of this might be because their kids are getting serious and talking marriage. Plus they have something else to unite them in the story...their hatred of a new lady, Maria (Loren). Why? Well, she bought their old bait shop and is turning it into a restaurant....and the pair do a lot to try to sabotage the place. These scenes are pretty funny. However, later, Max and Maria start dating....and the kids have a breakup. What's next? See the film.This is a cute and enjoyable film. Nothing life-changing or super original but still fun and occasionally funny. Worth seeing if you liked the first one and better than most sequels."
Grumpier Old Men (1995),Lemmon and Matthau are at it again!,9,"""Grumpier Old Men"" is the equally funny sequel to ""Grumpy Old Men"". Jack Lemmon and Walter Matthau return as John and Max, the longtime neighbors who in this movie have reconciled their friendship. Ann-Margret is back as Ariel, John's new wife. So is Burgess Meredith as Lemmon's horny dad, and also returning are Daryl Hannah and Kevin Pollak as Lemmon's daughter and Matthau's son who are now engaged to each other and their fathers help them out to plan their wedding with some bizarre ideas. But the real scene stealer in ""Grumpier Old Men"" is the wonderful Sophia Loren as the new Italian woman in Wabasha, Minnesota. Loren plans to turn the grumpy old men's beloved bait shop into a 'ristorante' as she puts it. The grumps don't like that one bit and try to drive her out of town, but ends up falling for Matthau. It's great to see Loren get an opportunity to do comedy, and she gets her share of big laughs throughout the film. This film and it's predecessor once again will remind you of what a great team Lemmon and Matthau made.***1/2 (out of four)"
Grumpier Old Men (1995),"A Sweet Film, with Lively Performances...",7,"A sequel to the thoroughly enjoyable Grumpy Old Men, 'Grumpier Old Men' is A Sweet Film, with Lively Performances. The sequel has the spirit of its prequel & the amazing cast, led by the impeccable talents of the Late/Great Jack Lemmon & the Late/Great Walter Matthau, are in full form!'Grumpier Old Men' Synopsis: John and Max resolve to save their beloved bait shop from turning into an Italian restaurant, just as its new female owner catches Max's attention.'Grumpier Old Men' works well as a romantic-comedy, as it has moments of humour & subtle romance. I loved the prequel & I must say, the sequel doesn't fail to deliver. The film has sustained its energy & wit, that one would expect from it.Mark Steven Johnson's Screenplay is entertaining, although initially the pace is slightly slow. Howard Deutch's Direction is top-class. Tak Fujimoto's Cinematography is good. Editing also is ably done.Performance-Wise: Lemmon & Matthau shine all through. Its their sheer on-screen chemistry, that alone is worth watching the entire film. Sophia Loren is top-notch. Ann-Margret is impressive. Kevin Pollak & Daryl Hannah leave a mark. Late/Great Burgess Meredith is memorable in his part.On the whole, 'Grumpier Old Men' is a smooth, relaxing watch."
Grumpier Old Men (1995),Snoozing sequel with the leads in need of some No-Doz,4,"Woeful, disappointing sequel to 1993's hit ""Grumpy Old Men"" is more retread than follow-up. The two crotchety neighbors--Walter Matthau and Jack Lemmon--bicker over their children (who will soon be making the sparring oldsters in-laws!) and, of course, who has the better fishing skills. They stop trading insults long enough for Matthau to begin irritating a new woman in town, a fiery Italian who has just opened her own restaurant. Sitcom humor with a sometimes-raunchy twist that is no longer fresh. Almost worth-seeing for Sophia Loren's funny, lively performance, but everyone else looks a little sleepy. Ann-Margret (who married Lemmon's character at the end of the original) must've dropped in for a day and a half to complete her work. As the youthful couple, Kevin Pollack and Daryl Hannah are also under-used. ** from ****"
Grumpier Old Men (1995),Funnier than the first!,8,"This movie is downright hilarious with tons of good one-liners. Walter Matthau and Jack Lemmon (may they both rest in peace) are two of the funniest actors in history. No one else could have played Max & John. Sophia Loren is still one of the most beautiful women in movie history! One of the funniest scenes is when she says ""Holy moly"" after being kissed by Max. Watch this movie. You will enjoy it, if you have a sense of humor!"
Grumpier Old Men (1995),not much fun,4,"Max Goldman (Walter Matthau) and John Gustafson (Jack Lemmon) are still combative while maintaining their truce. John is married to Ariel (Ann-Margret) now and his father (Burgess Meredith) is still spry. Everybody is chasing after the big fish Catfish Hunter. Meanwhile, their children Melanie (Daryl Hannah) and Jacob (Kevin Pollak) are planning to get married. Newcomer Maria Ragetti (Sophia Loren) arrives in Wabasha to buy the bait shop and turn it into an Italian restaurant. It's a continuation that's missing much of the fun. It is contrived. It's great to see these great actors working together but that's all I got out of it. I found very few laughs."
Grumpier Old Men (1995),Great Performances In A Disappointingly Unoriginal Sequel,6,"To make a good sequel requires a very delicate balancing act that few film-makers seem able to pull off. On the one hand, because it is a sequel, there has to be enough connection with the previous movie to give the viewer a sense of familiarity with what's happening. On the other hand, there has to be enough originality to the story to make the sequel worth watching. Unfortunately, ""Grumpier Old Men"" seems to fail the originality test. Having said that, this isn't a bad movie. Filled with a galaxy of old pros, it couldn't be. Jack Lemmon, Walter Matthau, Ann-Margret, Sophia Loren, Burgess Meredith  these actors know what they're doing and they know how to hold a movie together. They do that here. The performances are excellent, and the movie's worth watching just to see the teamwork among them. It's in the story where things fall down.You can only watch a couple of old men insult each other for so long before it becomes tiresome. John (Lemmon) and Max (Matthau) already spent the entire first movie doing that. ""Grumpy Old Men"" was a very funny movie, but listening to them call each other ""Putz"" and ""Moron"" has lost its appeal, quite frankly. Like the previous movie, the men of Wabasha are fixated on fishing, and they're still intent on catching ""Catfish Hunter""  a giant catfish who lives in the lake. Like the original, a beautiful woman (Loren) shows up in town and distracts everyone from the fishing business at hand. It all seems too familiar. Then, where there does seem to be promising originality, it ends up not being sufficiently developed.I thought that the budding romance between John's dad (Meredith) and Maria's mother (Ann Guilbert) had comedic potential, but the two ended up only having 2 or 3 scenes together, and the ""stop the restaurant"" campaign could have been (and seemed for a moment as if it was going to be) the comedic centrepoint of the movie, but in the end, all we got was about 10 minutes of what were essentially vignettes of the various things John and Max tried to do to stop Maria. The romance between Max and Maria was not as interesting as the competition for Ariel (Ann-Margret) in the first movie, because there wasn't any competition for Max, and the other highlighted story was the romance between Jacob (Kevin Pollak) and Melanie (Darryl Hannah), and, to be honest, I just didn't care much about them.I give the movie credit for the wedding twist at the end which I have to confess I didn't see coming, and the cast did a great job. Unfortunately they can only work with the story they're given, but on the strength of the good performances, I'll rate this as 6/10"
Grumpier Old Men (1995),"The ""Grumpier"" the funnier!",9,"This movie just happens to be yet another installment of an endearingly hilarious story. The chemistry between Messrs Matthau and Lemmon has been obvious since their earlier days in ""The Odd Couple"" and seems to have gotten even better as the years ensued. The acting is superb, the direction impeccable, the entire cast is phenomenal and with the addition of ""Maria"" and her mom it simply completes the entire storyline to make for one whale of a good time. The innate beauty of both Ms. Margret and Ms. Loren is timeless. Burgess Meredith's role has been stepped-up from his previous one, as the cynical, openly opinionated, Lothario wannabe, lol, a resounding achievement for a gentleman of his longevity, yet he pulls it off famously. There is some really hilarious banter between him and Maria's mother ""Mama Ragetti"", I laughed out loud. I must confess, I laughed out loud at so many of the scenes in this film, I can't even begin count them. There is a real synergy to this movie, a compilation of comedic moments. I can't imagine how anyone wouldn't enjoy this movie. I'm ""hooked""..."
Grumpier Old Men (1995),Who would have ever guessed that it's the same place?,6,"For the most part, ""Grumpier Old Men"" is pretty silly. Max Goldman (Walter Matthau) and John Gustafson (Jack Lemmon) are still at each other's throats when Italian immigrant Maria Ragetti (Sophia Loren) arrives in town and throws everything into flux. What actually struck me most about the movie was how different the town looked in this one from the original. Obviously, it was a different time of year, but maybe the different look was meant to show how everything might be changing in the town.Other than that, Ann-Margret returns as Ariel, and she's still as free-spirited and vivacious as she was in the original. Burgess Meredith - in his final role - is still the grandfather who can exercise absolute authority over the youngsters, although he now has the hots for Maria's mother (Ann Morgan Guilbert, aka Millie on ""The Dick Van Dyke Show""). Kevin Pollak and Daryl Hannah also reprise their roles from the original...ah, and there's that fish.All in all, a fairly interesting movie. Not any kind of masterpiece, but it showed that Lemmon and Matthau still had it."
Grumpier Old Men (1995),after you have seen the first there is no point seeing this one,4,"After the fun of watching Lemmon and Matthau act like kids for less than 2 hours (i.e. from the first movie) I was satisfied, but then due to the success of the first movie the producers decided to give it another twirl, this time the story had the two starting off as friends thanks to the incidents that happened in the ending of the first film, but then some really really idiotic stupid reason, they were at it again.The movie was not funny as it was like a replay of the first, same pranks, similar plot and screenplay made this movie a waste of time. After getting a mate for John, they (the producers) decided to get a mate for Max, with nothing to write home about but a lame script that just showed no finesse or true plan, just the producers hoping to bank on the success of the previous movie.The main disappointment in the movie for me was Sophia Loren; her acting was just too weak for me to understand that she is a star. Everybody else in the movie even Burgess Meredith (who had Alzheimer's disease and this was his last motion picture appearance) was impressive, at least that I can give them. The movie is directed this time by Howard Deutch, who later worked with the duo in 1998 for Odd Couple II, Deutch other movies also have not been well received like Getting Even with Dad (1994) and The Whole Ten Yards (2004), which are basically the reason why I will not bother seeing My Best Friend's Girl.The movie plot carries on 6 months after the incidents of the first, where both John (Lemmon) and Max (Matthau) were getting prepared for the wedding of their children. Then a new arrival in town a beautiful lady by the name of Maria Ragetti (Sophia Loren) came in to change things by turning the towns bait shop to a restaurant.John and Max join forces to try and run the new lady out of town, but the issues between John and Max's children marriage plan caused both to reignite their feud as both refused to believe that their child was at fault.Only the ladies are alive till today (February 2013), as both Lemmon and Matthau died like half a decade after this movie release. Grumpier Old Men was a box office success in its own part, but a huge critical disappointment, as the movie cost 10 million dollars less than its predecessor and made like a million more in the box office.After you have seen the first there is basically no point why you should bother seeing this one, because it will stand in my mind as one movie I credit as a waste of time and talent.www.lagsreviews.com"
Grumpier Old Men (1995),forget the fussing,10,"As a 50++ female who married again only 2 years ago, the romance between senior cits hit home with me. It IS possible for us older folks to find companionship, friendship, and fantastic SEX. This movie was absolutely hilarious! I know what it is like to have a child (college age) driving me insane, plus family pets underfoot, while also falling head over heels in love. I also know the pain of a parent dying with me right there. Jack Lemmon and Walter Mattau hit it all right on the mark. Grief, laughter, and love. It is hard to beat this combination.This movie made me laugh harder than I have in years, and that at 7 AM!!! Enjoy it folks!!!"
Grumpier Old Men (1995),Great.,7,"This sequal is much better then the original Grumpy Old Men (which in most cases is not so with sequals).The jokes are better the plot outline is better the drama is better, this is not even comparable to the 1st one.Walter Matthau is exceptionally funny in this one and Burgess Meridith is just laugh out loud hilarious.You gotta love it.**** out of ****."
